trackid,source,dis,calorie,end_time,run_time,avg_pace,avg_frequency,avg_heart_rate,type,location,city,forefoot_ratio,bind_device,max_pace,min_pace,version,altitude_ascend,altitude_descend,total_step,avg_stride_length,max_frequency,max_altitude,min_altitude,lap_distance,sync_to,distance_ascend,max_cadence,avg_cadence,landing_time,flight_ratio,climb_dis_descend,climb_dis_ascend_time,climb_dis_descend_time,child_list,parent_trackid,max_heart_rate,min_heart_rate,swolf,total_strokes,total_trips,avg_stroke_speed,max_stroke_speed,avg_distance_per_stroke,swim_pool_length,te,swim_style,unit,add_info,sport_mode,downhill_num,downhill_max_altitude_desend,strokes,fore_hand,back_hand,serve,second_half_start_time,pb,rope_skipping_count,rope_skipping_avg_frequency,rope_skipping_max_frequency,rope_skipping_rest_time,left_landing_time,left_flight_ratio,right_landing_time,right_flight_ratio,marathon,model,situps,downstairs_floors,downstairs_height,min_pressure,avg_temperature,max_temperature,min_temperature,exercise_load,total_swing,average_beat,average_up_time,average_down_time,average_angle,average_score,average_power,max_power,work_value,strength_training_group,freestyle_length,breast_stroke_length,butterfly_length,back_stroke_length,medley_length,other_stroke_length,sport_title,averageAirTemp,highestAirTemp,lowestAirTemp,feature,useDEM,bestRTPC,worstRTPC,averageRTPC,averageGlideRatio,difficultySystem,highestDifficulty,runningType,dailyPlanFinished,degreeOfCompletion,runningProgram,waterType,fusionSuccess,needFusion,hyroxRace,strengthScores,createTime,updateTime,originSummary,weatherInfo,totalScore,bestHole,totalputts,scoringMethod,totalStrokes,crossfitContent,anaerobic_te,target_type,target_value,total_group,devicesource,deviceid,sn,spo2_max,spo2_min,avg_altitude,max_slope,avg_slope,avg_pulloar_time,avg_return_time,floor_number,upstairs_height,min_upstairs_floors,accumulated_gap,auto_recognition,app_name,pause_time,heartrate_setting_type,rpe,heart_range,number_of_break,max_pressure,avg_pressure,course_title,VO2_max,lactateThresholdUpdateFlag,thirdPartyDataSource,thirdPartyWorkoutId,displayType,weight,highPrecisionDistance,completionTime,dailyScore,date
1774006043,run.8388865.huami.com,10190.0,904.0,1774010003,3960,0.388616,154.0,165.0,8,eycef5u5x2rh,,-1,0:MILI:8388865:0.110.18.2,0.222451,0.0,16,-1,-1,10167,100,160,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,185,124,-1,-1,-1,-1.0,-1.0,-1.0,-1,43,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,154,160,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,250,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1774027890461,1774027890461,,,0,0,0,0,0,,23,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;47,132;337,151;2027,170;1527,189",-1,-1,-1,,-1,,,,,,,,,2026-03-20 11:27:23
1773923950,run.8388865.huami.com,0.0,146.0,1773924875,925,0.0,0.0,131.0,16,eycef5gfvdd5,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,167,102,-1,-1,-1,-1.0,-1.0,-1.0,-1,20,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,30,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773939469434,1773939469434,,,0,0,0,0,0,,6,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;43,113;529,132;247,151;83,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-03-19 12:39:10
1773922041,run.8388865.huami.com,5010.0,389.0,1773923930,1889,0.377046,154.0,154.0,8,eycef5gfvdd5,,-1,0:MILI:8388865:0.110.18.2,0.218523,0.0,16,-1,-1,4837,103,166,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,179,78,-1,-1,-1,-1.0,-1.0,-1.0,-1,32,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,154,166,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,117,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773939470482,1773939470482,,,0,0,0,0,0,,2,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"4,94;22,113;124,132;447,151;1118,170;169,189",-1,-1,-1,,-1,,,,,,,,,2026-03-19 12:07:21
1773777833,run.8388865.huami.com,0.0,78.0,1773778374,538,0.0,0.0,125.0,16,eycef5u5x2ne,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,140,111,-1,-1,-1,-1.0,-1.0,-1.0,-1,9,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,13,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773793799172,1773793799172,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,3,0,,"0,94;38,113;399,132;81,151;0,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-03-17 20:03:53
1773775969,run.8388865.huami.com,4770.0,390.0,1773777773,1804,0.378197,152.0,160.0,8,eycef5u5x2ne,,-1,0:MILI:8388865:0.110.18.2,0.306519,0.0,16,-1,-1,4556,104,162,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,180,119,-1,-1,-1,-1.0,-1.0,-1.0,-1,32,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,152,162,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,115,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773793800245,1773793800245,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;49,132;554,151;519,170;659,189",-1,-1,-1,,-1,,,,,,,,,2026-03-17 19:32:49
1773775638,run.8388865.huami.com,470.0,25.0,1773775930,292,0.621277,110.0,93.0,8,eycef5u5x2ne,,-1,0:MILI:8388865:0.110.18.2,0.571179,0.0,16,-1,-1,540,87,117,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,100,87,-1,-1,-1,-1.0,-1.0,-1.0,-1,1,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,110,117,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,1,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773793799379,1773793799379,,,0,0,0,0,0,,0,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"171,94;99,113;0,132;0,151;0,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-03-17 19:27:18
1773690888,run.8388865.huami.com,4690.0,376.0,1773692701,1813,0.386567,154.0,156.0,8,eycef5u5x849,,-1,0:MILI:8388865:0.110.18.2,0.33535,0.0,16,-1,-1,4652,100,164,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,178,137,-1,-1,-1,-1.0,-1.0,-1.0,-1,31,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,154,164,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,95,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773706313707,1773706313707,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;0,132;328,151;1329,170;134,189",-1,-1,-1,,-1,,,,,,,,,2026-03-16 19:54:48
1773496034,run.8388865.huami.com,9110.0,723.0,1773499640,3606,0.395829,155.0,150.0,8,eycef5u5rxf4,,-1,0:MILI:8388865:0.110.18.2,0.359502,0.0,16,-1,-1,9318,97,164,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,177,93,-1,-1,-1,-1.0,-1.0,-1.0,-1,39,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,155,164,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,189,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773525851948,1773525851948,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;19,113;311,132;1466,151;1371,170;436,189",-1,-1,-1,,-1,,,,,,,,,2026-03-14 13:47:14
1773086578,run.8388865.huami.com,0.0,156.0,1773087618,1040,0.0,0.0,127.0,16,eycef5u5rwz7,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,163,106,-1,-1,-1,-1.0,-1.0,-1.0,-1,16,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,24,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773108261122,1773108261122,,,0,0,0,0,0,,4,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;96,113;662,132;187,151;73,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-03-09 20:02:58
1773084720,run.8388865.huami.com,4130.0,305.0,1773086530,1810,0.438257,139.0,135.0,8,eycef5u5rwz7,,-1,0:MILI:8388865:0.110.18.2,0.323179,0.0,16,-1,-1,4202,98,156,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,160,84,-1,-1,-1,-1.0,-1.0,-1.0,-1,27,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,139,156,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,69,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1773108262550,1773108262550,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"54,94;263,113;303,132;549,151;620,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-03-09 19:32:00
1772874592,run.8388865.huami.com,8500.0,728.0,1772877705,3113,0.366235,156.0,167.0,8,eycef5u5rxmm,,-1,0:MILI:8388865:0.110.18.2,0.339791,0.0,16,-1,-1,8093,105,162,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,198,99,-1,-1,-1,-1.0,-1.0,-1.0,-1,46,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,156,162,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,335,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772924659069,1772924659069,,,0,0,0,0,0,,26,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;12,113;53,132;562,151;930,170;1534,189",-1,-1,-1,,-1,,,,,,,,,2026-03-07 09:09:52
1772874248,run.8388865.huami.com,500.0,31.0,1772874555,307,0.614,112.0,102.0,8,eycef5u5rxmm,,-1,0:MILI:8388865:0.110.18.2,0.537381,0.0,16,-1,-1,578,86,119,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,109,84,-1,-1,-1,-1.0,-1.0,-1.0,-1,1,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,112,119,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,1,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772924658919,1772924658919,,,0,0,0,0,0,,0,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"18,94;268,113;0,132;0,151;0,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-03-07 09:04:08
1772736966,run.8388865.huami.com,1174.0,83.0,1772737477,511,0.435854,149.0,132.0,1,eycefh5b2jpp,Alto Do Seixalinho,-1,0:MILI:8388865:0.110.18.2,0.218153,0.0,16,-1,-1,1271,92,178,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,159,110,-1,-1,-1,-1.0,-1.0,-1.0,-1,13,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,149,178,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,18,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772834650031,1772834650031,,,0,0,0,0,0,,3,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;4,113;275,132;189,151;31,170;0,189",-1,-1,-1,,0,,,,,84.8,,,,2026-03-05 18:56:06
1772565949,run.8388865.huami.com,0.0,136.0,1772567000,1051,0.0,0.0,115.0,16,eycef5gf71nc,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,144,100,-1,-1,-1,-1.0,-1.0,-1.0,-1,8,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,12,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772647455967,1772647455967,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;394,113;624,132;10,151;0,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-03-03 19:25:49
1772564120,run.8388865.huami.com,4500.0,328.0,1772565926,1806,0.401333,148.0,141.0,8,eycef5gf71nc,,-1,0:MILI:8388865:0.110.18.2,0.332544,0.0,16,-1,-1,4449,101,162,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,172,65,-1,-1,-1,-1.0,-1.0,-1.0,-1,26,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,148,162,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,67,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772647455998,1772647455998,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"65,94;228,113;167,132;652,151;641,170;48,189",-1,-1,-1,,-1,,,,,,,,,2026-03-03 18:55:20
1772371518,run.8388865.huami.com,0.0,192.0,1772372572,1054,0.0,0.0,142.0,16,eycef5gge325,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,171,121,-1,-1,-1,-1.0,-1.0,-1.0,-1,23,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,49,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772453065756,1772453065756,,,0,0,0,0,0,,7,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;194,132;617,151;222,170;1,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-03-01 13:25:18
1772368933,run.8388865.huami.com,7010.0,592.0,1772371461,2528,0.360628,156.0,167.0,8,eycef5gge325,,-1,0:MILI:8388865:0.110.18.2,0.328078,0.0,16,-1,-1,6564,106,164,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,191,96,-1,-1,-1,-1.0,-1.0,-1.0,-1,42,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,156,164,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,238,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772453067709,1772453067709,,,0,0,0,0,0,,23,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;9,113;71,132;362,151;697,170;1386,189",-1,-1,-1,,-1,,,,,,,,,2026-03-01 12:42:13
1772368358,run.8388865.huami.com,840.0,55.0,1772368878,520,0.619048,110.0,105.0,8,eycef5gge325,,-1,0:MILI:8388865:0.110.18.2,0.54532,0.0,16,-1,-1,952,88,119,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,114,75,-1,-1,-1,-1.0,-1.0,-1.0,-1,1,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,110,119,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,3,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1772453065698,1772453065698,,,0,0,0,0,0,,0,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"36,94;460,113;2,132;0,151;0,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-03-01 12:32:38
